name,year,importance,community
"Chaoulli v. Quebec (Attorney General)",2005,0.0372665909243811,226
"Ontario (Attorney General) v. G",2020,0.0368453786444834,226
"Law Society of British Columbia v. Trinity Western University",2018,0.0368302486771168,226
"R. v. Kokesch",1990,0.0368099378626938,638
"Little Sisters Book and Art Emporium v. Canada (Minister of Justice)",2000,0.0366512218369541,226
"R. v. Proulx",2000,0.0360937359628798,666
"R. v. Pereira",2008,0.0360286242228436,226
"Miron v. Trudel",1995,0.0355801510414363,226
"Ref re Remuneration of Judges of the Prov. Court of P.E.I.; Ref re Independence and Impartiality of Judges of the Prov. Court of P.E.I.",1997,0.0355416023128151,226
"R. v. Plant",1993,0.0355297276095717,638
"Nova Scotia (Workers' Compensation Board) v. Martin; Nova Scotia (Workers' Compensation Board) v. Laseur",2003,0.0353813948133883,226
"R. v. Biniaris",2000,0.0352390515568048,411
"R. v. Dyment",1988,0.0350551529788054,638
"R. v. Heywood",1994,0.0346645002753548,226
"R. v. Caslake",1998,0.0345967901370773,638
"R. v. Shropshire",1995,0.0345755948697006,666
"R. v. Duarte",1990,0.0344954151225164,638
"Canada (Attorney General) v. Bedford",2013,0.0341161291145782,226
"Mouvement laïque québécois v. Saguenay (City)",2015,0.0340364779330471,1144
"R. v. Turpin",1989,0.0338854498004043,226
"R. v. Storrey",1990,0.0337633815604703,638
"M. v. H.",1999,0.0334570065685428,226
"R. v. S. (R.J.)",1995,0.0334142724952108,638
"Operation Dismantle v. The Queen",1985,0.0333771868148178,99
"C.U.P.E. v. N.B. Liquor Corporation",1979,0.033302413632578,1144
"Bedford v. Canada",2010,0.0331581401623093,226
"Canada (Canadian Human Rights Commission) v. Canada (Attorney General)",2011,0.0329844599697196,1144
"Corbiere v. Canada (Minister of Indian and Northern Affairs)",1999,0.0324255079830702,226
"Charkaoui v. Canada (Citizenship and Immigration)",2007,0.0320009957101893,226
"Alberta v. Hutterian Brethren of Wilson Colony",2009,0.0318634600483941,226
"H.L. v. Canada (Attorney General)",2005,0.0318328916560606,99
"R. v. Sheppard",2002,0.0317059737910166,411
"R. v. Wholesale Travel Group Inc.",1991,0.0316782792259367,226
"R. v. Gladue",1999,0.0313736375457214,666
"Doré v. Barreau du Québec",2012,0.0313015235377597,226
"Ford v. Quebec (Attorney General)",1988,0.0312238150204607,226
"R. v. Yebes",1987,0.0311917890865908,411
"McLean v. British Columbia (Securities Commission)",2013,0.0311322771989145,1144
"R. v. Tessling",2004,0.0311198310797332,638
"Law society of Upper Canada v. Skapinker",1984,0.0310621485578241,226
"R. v. Ferguson",2008,0.0307815579960558,666
"Canadian Doctors for Refugee Care v. Canada (Attorney general)",2014,0.0307612677647223,226
"Committee for the Commonwealth of Canada v. Canada",1991,0.0304455711312282,226
"R. c. Bissonnette",2019,0.0303630835926496,666
"U.E.S., Local 298 v. Bibeault",1988,0.030159268855226,1144
"R. v. Morelli",2010,0.030152506514841,638
"R. v. Nasogaluak",2010,0.0300121375804359,666
"R. v. Advance Cutting & Coring Ltd.",2001,0.0300105322038314,226
"R. v. Kang-Brown",2008,0.0297943569071265,638
"R. v. Jones",1986,0.029753545314046,226
"R. v. Belnavis",1997,0.0297185573955256,638
"R. v. Silveira",1995,0.0297056315983012,638
"Doucet-Boudreau v. Nova Scotia (Minister of Education)",2003,0.0296431511176165,226
"Lavigne v. Ontario Public Service Employees Union",1991,0.0296032104904961,226
"Sauvé v. Canada (Chief Electoral Officer)",2002,0.0292970687937321,226
"HMTQ v. Wilder",2003,0.0292723053247812,638
"R. v. Regan",2002,0.0292547326391074,816
"Ross v. New Brunswick School District No. 15",1996,0.0291623116381779,226
"R. v. Burlingham",1995,0.0290793896212769,638
"Committee for Justice and Liberty et al. v. National Energy Board et al.",1976,0.0290721036458879,1144
"Dunmore  v.  Ontario (Attorney General)",2001,0.0289927349159439,226
"R. v. Strachan",1988,0.0289891053235995,638
"R. v. Mellenthin",1992,0.0288030229578759,638
"Cambie Surgeries Corporation v British Columbia (Attorney General)",2020,0.0285468675767749,226
"R. v. Harrison",2009,0.0284896798043725,638
"R. v. Simmons",1988,0.0283839585275502,638
"Smith v. Alliance Pipeline Ltd.",2011,0.0283515056583362,1144
"R. v. Greffe",1990,0.0283079505186082,638
"Godbout v. Longueuil (City)",1997,0.0281994560481804,226
"Palmer v. The Queen",1979,0.0281562212799923,411
"Sahaluk v Alberta (Transportation Safety Board)",2015,0.0279537080898353,226
"Pezim v. British Columbia (Superintendent of Brokers)",1994,0.0279185439685284,1144
"Young v. Young",1993,0.027788643119408,536
"R. v. Zundel",1992,0.0277494746213922,226
"Reference re Secession of Quebec",1998,0.0274942079873271,226
"Carter v. Canada (Attorney General)",2015,0.0273714487255467,226
"Ont. Human Rights Comm. v. Simpsons-Sears",1985,0.0273132425849334,226
"R. v. Rodgers",2006,0.0272923760433796,226
"Thomson Newspapers Co. v. Canada (Attorney General)",1998,0.0269864478594802,226
"Multani v. Commission scolaire Marguerite-Bourgeoys",2006,0.0268719684686513,226
"Quebec (Attorney General) v. A",2013,0.0267773502320751,226
"Osborne v. Canada (Treasury Board)",1991,0.0267376668538407,226
"Trinity Western University v. British Columbia College of Teachers",2001,0.0266977285796358,226
"Carter v. Canada (Attorney General)",2013,0.0266972054481789,226
"R. v. Harrer",1995,0.0265172092305839,638
"R. v. Nur",2015,0.0263335897890815,666
"Moreau-Bérubé v. New Brunswick (Judicial Council)",2002,0.0261387509715528,1144
"R. v. Simpson",1993,0.025996301939954,638
"Hill v. Church of Scientology of Toronto",1995,0.0259383173956903,98
"Carter v. Canada (Attorney General)",2012,0.0259015506104698,226
"United States of America v. Cotroni; United States of America v. El Zein",1989,0.0257970712049433,760
"Baron v. Canada",1993,0.0257386266431834,638
"Cloutier v. Langlois",1990,0.025624195856171,638
"Conseil-scolaire francophone de la Colombie-Britannique v. British Columbia (Education)",2016,0.0255250833719853,226
"Schmidt v. Canada (Attorney General)",2018,0.0255022717387836,226
"R. v. Orbanski; R. v. Elias",2005,0.0254095361379545,638
"Knight v. Indian Head School Division No. 19",1990,0.0253672355418475,1144
"R. v. Butler",1992,0.0251267767696339,226
"Health Services and Support - Facilities Subsector Bargaining Assn. v. British Columbia",2007,0.0251079368322496,226
"Borowski v. Canada (Attorney General)",1989,0.025020700210117,1144
"Greater Vancouver Transportation Authority v. Canadian Federation of Students — British Columbia Component",2009,0.0250199105906055,226
"R. v. Evans",1996,0.0249304352644337,638
"Victoria (City) v. Adams",2008,0.0248536467645053,226
"R. v. R.E.M.",2008,0.0246331309165235,411
"Sketchley v. Canada (Attorney General)",2005,0.0246139511160476,1144
"Reference re: Section 293 of the Criminal Code of Canada",2011,0.0245962946360311,226
"Haig v. Canada; Haig v. Canada (Chief Electoral Officer)",1993,0.0243990117574483,226
"Hunt v. Carey Canada Inc.",1990,0.0243662799668383,99
"R. v. Law",2002,0.0243562294940195,638
"Edmonton (City) v. Edmonton East (Capilano) Shopping Centres Ltd.",2016,0.0242973411359596,1144
"R. v. S. (R.D.)",1997,0.0239627856590578,1144
"Application under s. 83.28 of the Criminal Code (Re)",2004,0.0239246610793119,226
"R. v. Conway",1989,0.0238719009182874,816
"R. v. Bernshaw",1995,0.0238036955447796,638
"R. v. Kapp",2008,0.0237649296295505,226
"Mission Institution v. Khela",2014,0.0237423956898802,1144
"Roncarelli v. Duplessis",1959,0.0237172626566676,1144
"United States v. Burns",2001,0.0237094462160872,760
"Inglis v. British Columbia (Minister of Public Safety)",2013,0.0234911309866474,226
"Reddock v. Canada (Attorney General)",2019,0.0233870559804553,99
"R. v. B. (K.G.)",1993,0.0233655518656591,411
"R. v. Nguyen",2008,0.0233431686470402,638
"Delisle v. Canada (Deputy Attorney General)",1999,0.0231830641593257,226
"R. v. Mohan",1994,0.0230543417456856,411
"R. v. Chaulk",1990,0.0230452179629033,411
"R. v. Demers",2004,0.0230447700748996,226
"R. v. Golden",2001,0.0230250111098975,638
"Symes v. Canada",1993,0.022954232690506,226
"Canada (Minister of Employment and Immigration) v. Chiarelli",1992,0.0229247827005531,1144
"R. v. Power",1994,0.0228425828496159,816
"Council of Canadians with Disabilities v. VIA Rail Canada Inc.",2007,0.0228273843682413,1144
"Dedman v. The Queen",1985,0.0227886088496168,638
"R. v. Wise",1992,0.0225628454850963,638
"Kienapple v. R.",1974,0.0225526016335256,411
"R. v. Manninen",1987,0.0225168463522083,638
"R. v. Shepherd",2009,0.0225152173292923,638
"R. v. Prosper",1994,0.0224941426729922,638
"Brazeau v. Attorney General (Canada)",2019,0.0223980460216706,226
"R. v. Brighteyes",1997,0.0223118751503851,638
"Quebec (Minister of Justice) v. Canada (Minister of Justice)",2003,0.0222533667119138,226
"Chieu v. Canada (Minister of Citizenship and Immigration)",2002,0.0221831618154352,1144
"R. v. N.M.",2007,0.0221775678111162,638
"R. v. Cole",2012,0.022163951439662,638
"R. v. Lacasse",2015,0.0220658260936275,666
"Montréal (City) v. 2952-1366 Québec Inc.",2005,0.0220563698226368,226
"R. v. Black",1989,0.0220435590433478,638
"Toronto (City) Board of Education v. O.S.S.T.F., District 15",1997,0.0220043801750257,1144
"R. v. White",1999,0.0219944624339082,638
"Saskatchewan (Human Rights Commission) v. Whatcott",2013,0.0219524183106445,226
"R. v. Wong",1990,0.0218366237725993,638
"Ontario (Attorney General) v. Fraser",2011,0.0218222085702379,226
"R. v. Rahey",1987,0.0218179864268191,816
"Winko v. British Columbia (Forensic Psychiatric Institute)",1999,0.0217882084654457,226
"Cunningham v. Canada",1993,0.0217855185840794,226
"R. v. Goltz",1991,0.0216172020181928,666
"R. v. Jones",1994,0.0215933102944016,666
"R. v. Duguay",1989,0.0214725095069265,638
"U.F.C.W., Local 1518, v. KMart Canada Ltd.",1999,0.0214153411910517,226
"R. v. Morin",1992,0.0214033876451246,816
"Cardinal v. Director of Kent Institution",1985,0.0213877503393574,1144
"Winnipeg Child and Family Services v. K.L.W.",2000,0.0213137448166458,226
"R. v. Van der Peet",1996,0.0211553599590793,183
"R. v. Généreux",1992,0.0211344360715794,1144
"Quebec (Attorney General) v. 9147-0732 Québec inc.",2020,0.0211129480745523,226
"R. v. 974649 Ontario Inc.",2001,0.0210474883754825,816
"R. v. Banks",2005,0.021035699056093,226
"R. v. Hufsky",1988,0.0210122026352576,638
"Canada (Canadian Human Rights Commission) v. Canada (Attorney General)",2018,0.0209063558009418,1144
"R. v. Ipeelee",2012,0.0209037427793587,666
"R. v. Ladouceur",1990,0.0208630433386914,638
"UAlberta Pro-Life v Governors of the University of Alberta",2020,0.0207718660279085,226
"R. v. Askov",1990,0.020744594729655,816
"R. v. Corbett",1988,0.0206587957000956,411
"R. v. Carosella",1997,0.0205659108224831,816
"Manitoba (A.G.) v. Metropolitan Stores Ltd.",1987,0.0205643417692917,226
"R. v. Jarvis",2002,0.0205186866388275,638
"R. v. Morgentaler",1993,0.0204685876728777,226
"Sattva Capital Corp. v. Creston Moly Corp.",2014,0.0204324119199113,99
"R. v. Morrisey",2000,0.0203308292816878,666
"Tétreault-Gadoury v. Canada (Employment and Immigration Commission)",1991,0.0203219851896345,226
"R. v. Monney",1997,0.0203023635634764,638
"R. v. Ross",1989,0.0202951011305893,638
"Lavallee, Rackel & Heintz v. Canada (Attorney General); White, Ottenheimer & Baker v. Canada (Attorney General); R. v. Fink",2002,0.0202405313741899,816
"Kindler v. Canada (Minister of Justice)",1991,0.0201879679221304,760
"Bilodeau-Massé v. Canada (Attorney General)",2017,0.0201586433106759,226
"Newfoundland (Treasury Board) v. N.A.P.E.",2004,0.0201226382046401,226
"R. v. McDonnell",1997,0.020039205586975,666
"Ontario (Attorney-General) v. Dieleman",1994,0.020033189471022,226
"Voice Construction Ltd. v. Construction & General Workers' Union, Local 92",2004,0.020030869412668,1144
"Canadian Broadcasting Corp. v. New Brunswick (Attorney General)",1996,0.020009247863418,226
"British Columbia (Public Service Employee Relations Commission) v. BCGSEU",1999,0.019863782777042,226
"R. v. Oickle",2000,0.0198398577591973,638
"Clarkson v. The Queen",1986,0.0198217456004023,638
"Victoria (City) v. Adams",2009,0.0197762534822914,226
"Canada (human Rights Commission) v. Taylor",1990,0.0197719727188692,226
"R. v. A.M.",2008,0.0197437776027325,638
"R. v. W. (R.)",1992,0.0197363835080347,411
"R. v. Colarusso",1994,0.0197298415296655,638
"Chamberlain v. Surrey School District No. 36",2002,0.0197201044128941,226
"JTI MacDonald Corporation v Canada (Attorney General)",2002,0.0197138151697787,226
"Douglas/kwantlen Faculty Assn. v. Douglas College",1990,0.0196899633071189,226
"Thibaudeau v. Canada",1995,0.0196736063550386,226
"British Columbia Securities Commission v. Branch",1995,0.0196592677930009,638
"R. v. Vaillancourt",1987,0.0196387546170406,411
"Lovelace v. Ontario",2000,0.019612701039577,226
"Harper v. Canada (Attorney General)",2004,0.0195830596084088,226
"United Food and Commercial Workers, Local 401 v. Alberta (Information and Privacy Commissioner)",2011,0.0195541969824496,226
"R. v. Conway",2010,0.0195511198791147,226
"R. v. L.M.",2008,0.0195353778984912,666
"R. v. Lloyd",2016,0.0195206877578282,666
"Ontario v. Canadian Pacific Ltd.",1995,0.0194931513742208,226
"F.H. v. McDougall",2008,0.0193779459589041,1144
"Adler v. Ontario",1996,0.0192974267052439,226
"Fraser v. Canada (Attorney General)",2020,0.0192704285219364,226
"Canada (Attorney General) v. Hislop",2007,0.0191621347462657,226
"R. v. Le",2019,0.0191562661229079,638
"D'Amico c. R.",2019,0.0191547670178628,638
"Rocket v. Royal College of Dental Surgeons of Ontario",1990,0.0191452018987002,226
"Re Manitoba Language Rights",1985,0.0191247919952098,226
"Lavallee, Rackel & Heintz v. Canada (Attorney General)",1998,0.0191152226494232,816
"Rogers Communications Inc. v. Society of Composers, Authors and Music Publishers of Canada",2012,0.0191133413780234,1144
"Mackay v. Manitoba",1989,0.0191004925188528,226
"R. v. Thomsen",1988,0.0190714983127803,638
"R. v. Pires; R. v. Lising",2005,0.0190388768558862,638
"R. v. S.F.",1997,0.0190231848697344,638
"R. v. Hape",2007,0.0190116088161661,638
"3510395 Canada Inc. v. Canada (Attorney General)",2020,0.0190088241961587,226
"Strom v Saskatchewan Registered Nurses’ Association",2020,0.0189863127147776,1144
"Truchon c. Procureur général du Canada",2019,0.0189721965663434,226
"Canada (Attorney General) v. Bedford",2012,0.0189594163111103,226
"Barrie Public Utilities v. Canadian Cable Television Assn.",2003,0.0189455113732023,1144
"Frank v. Canada (Attorney General)",2019,0.0188758209952762,226
"R. v. Parker",2000,0.0186682365377491,226
"Goodwin v. British Columbia (Superintendent of Motor Vehicles)",2015,0.0186622680736813,226
"Mahjoub v. Canada (Citizenship and Immigration)",2017,0.0185911548666681,1144
"Canada (Attorney general) v. Public service alliance of canada",1993,0.0185675488907761,1144
"R. v. Brydges",1990,0.0185587728747905,638
"Toussaint v. Canada (Attorney General)",2011,0.0185287524349993,226
"R. v. K.R.J.",2016,0.0184670383444472,226
"R. v. Genest",1989,0.0184628215610037,638
"R. v. Morin",1988,0.0184554534636044,411
"Benner v. Canada (Secretary of State)",1997,0.018399749348609,226
"R. v. Clayton",2007,0.0183728305383747,638
"R. v. Khan",1990,0.0183621363860852,411
"Rothman v. The Queen",1981,0.0183377149222211,638
"R. v. D.B.",2008,0.0183067341129796,666
"Festing v. A.G. Canada",2000,0.0182921201505339,226
"R. v. Starr",2000,0.0182591058554151,411
"Lavoie v. Canada",2002,0.0182572915353496,226
"RJR-MacDonald Inc. v. Canada (Attorney General)",1994,0.0182156833981886,1359
"R. v. Jewitt",1985,0.0181910757105415,816
"Eaton v. Brant County Board of Education",1997,0.0181839260307981,226
"Québec (Procureur général) c. Loyola High School",2012,0.0181615614347636,226
"R. v. Debot",1986,0.0181363231180687,638
"R. v. Budreo",1996,0.0181310920468419,226
"R. v. Wills",1992,0.0181263265105298,638
"R. v. Côté",2011,0.018093181669181,638
"R. v. Patrick",2009,0.0180719995362998,638
"Canada (Attorney General) v. PHS Community Services Society",2011,0.0180666332373033,226
"A.C. v. Manitoba (Director of Child and Family Services)",2009,0.0180606753946096,226
"R. v. Sinclair",2010,0.0180534716282297,638
"Henry v. Canada (Attorney General)",2010,0.0180251614007909,226
"Stoffman v. Vancouver General Hospital",1990,0.0179739291046674,226
"R. v. Nolet",2010,0.0179628381416229,638
"R. v. Gagnon",2006,0.0179053204857856,411
"R. v. Nur",2011,0.0179009195083835,666
"R. v. Fearon",2014,0.0178947326117222,638
"R. v. Johnson",2011,0.0178481282213018,666
"Canada (Minister of Citizenship and Immigration) v. Tobiass",1997,0.0178379449541619,816
"R. v. Suberu",2009,0.0177771332434556,638
"Withler v. Canada (Attorney General)",2011,0.0177681513331161,226
"R. v. Lucas",1998,0.0177603571314328,226
"R. v. Goldhart",1996,0.0177461738525259,638
"Loyola High School v. Quebec (Attorney General)",2015,0.0176829290873399,226
"Communications, Energy and Paperworkers Union of Canada, Local 30 v. Irving Pulp & Paper, Ltd.",2013,0.017674853222213,1144
"Martineau v. Matsqui Institution",1979,0.0176311578107848,1144
"Groia v. Law Society of Upper Canada",2018,0.0175987884742846,1144
"Danson v. Ontario (Attorney General)",1990,0.017563966383026,226
"R v Canfield",2020,0.0175616154072188,638
"Canada (Human Rights Commission) v. Warman",2012,0.0175308552928512,226
"U.S.A. v. Wakeling",2011,0.0174926339171989,638
"Vilven v. Air Canada",2009,0.0174851336804453,226
"Little Sisters Book and Art Emporium v. Canada (Justice)",1996,0.0174846152998571,226
"Reference re Firearms Act (Can.)",2000,0.0174189783165405,226
"R. v. Burns",1994,0.01737576936323,411
"Friends of the Oldman River Society v. Canada (Minister of Transport)",1992,0.0173655401011988,1144
"R. v. Sault Ste. Marie",1978,0.017358895398163,411
"Hryniak v. Mauldin",2014,0.01734755355813,99
"Mugesera v. Canada (Minister of Citizenship and Immigration)",2005,0.0173226270926606,1144
"Schulte v Alberta (Appeals Commission for Alberta Workers' Compensation)",2015,0.0172982073181267,1144
"Libman v. Quebec (Attorney General)",1997,0.0172176715394225,226
"Deegan v. Canada (Attorney General)",2019,0.0172094799874128,226
"R. v. Church of Scientology of Toronto",1997,0.017183066444136,411
"Vilardell v. Dunham",2012,0.0171518337807783,226
"R. v. Wilder",2001,0.0171342843800526,638
"R. v. Latimer",1995,0.0171134554642516,638
"Ontario (Attorney General) v. Dieleman",1994,0.0171033399617085,226
"R. v. McKinlay Transport Ltd.",1990,0.0170721244975463,638
"Haida Nation v. British Columbia (Minister of Forests)",2004,0.0170399078992237,183
"O'Neill v. Canada (Attorney General)",2006,0.0170098984657728,226
"R. v. Morales",1992,0.0170033498204958,226
"Nova Scotia (Attorney General) v S&D Smith Central Supplies Limited",2019,0.0169842578618263,1144
"R. v. Evans",1991,0.0169790354487201,638
"Figueroa v. Canada (Attorney General)",2003,0.0169649471397174,226
"R. v. Salituro",1991,0.0169587659099431,226
"R. v. Marakah",2017,0.0168890779948824,638
"R. v. MacKenzie",2013,0.0168741733915505,638
"Kamel v. Canada (Attorney General) (F.C.)",2008,0.0168719602458931,226
"R. v. Levkovic",2008,0.0168405401118148,226
"Valente v. The Queen",1985,0.0168402833567282,1144
"Bissonnette c. R.",2020,0.0168199621720444,226
"Canada (Attorney General) v. Ward",1993,0.0168046251033276,1144
"R. v. Arcand",2010,0.0167708636445121,666
"R. v. Borden",1994,0.016761048693973,638
"R. v. Reeves",2018,0.0167596662778185,638
"Idziak v. Canada (Minister of Justice)",1992,0.0167132509426175,760
"R. v. Washington",2007,0.0166783115428487,638
"Alberta Union of Provincial Employees v. Lethbridge Community College",2004,0.0166601993900979,1144
"Att. Gen. of Can. v. Inuit Tapirisat et al.",1980,0.016655968940767,99
"Begum v. Canada (Citizenship and Immigration)",2017,0.0166060246709998,1144
"Harvey v. New Brunswick (Attorney General)",1996,0.0166012815968292,226
"Reference re Prov. Electoral Boundaries (Sask.)",1991,0.0165969727964641,226
"R. v. Whyte",1988,0.0165471531671145,226
"Syndicat Northcrest v. Amselem",2004,0.0165250554241127,226
"R. v. Belnavis",1996,0.016519850040489,638
"Janvier v Workers’ Compensation Board of Saskatchewan",2018,0.016496863554928,1144
"Moge v. Moge",1992,0.0164774102043357,536
"CN v. Canada (Canadian Human Rights Commission)",1987,0.0164703514203867,226
"R. v. Finta",1994,0.0164039807079127,411
"Catalyst Paper Corp. v. North Cowichan (District)",2012,0.0163958187696187,1144
"Manitoba Metis Federation Inc. et al. v. Attorney General of Canada et al.",2007,0.0163805204889354,183
"R. v. Broyles",1991,0.0163686535206959,638
"R. v. Stevens",1995,0.0163669405264406,226
"Halpern v. Canada (Attorney General)",2002,0.01631522913476,226
"R. v. Ferguson",2006,0.0163028288776506,666
"Lake v. Canada (Minister of Justice)",2008,0.0162733791576442,760
"United Taxi Drivers’ Fellowship of Southern Alberta v. Calgary (City of)",2002,0.0162325111842077,226
"R. v. Scott",1990,0.0162250487373103,816
"British Columbia Teachers' Federation v. British Columbia (Attorney General)",2009,0.0162182601652543,226
"R. v. Ramirez",2001,0.0162155355031898,638
"Wilson v. Atomic Energy of Canada Ltd.",2016,0.0161822068195524,1144
"In the matter: Reference to the Court of Appeal of Quebec pertaining to the constitutional validity of the provisions of article 35 of the Code of Civil Procedure which set at less than $85,000 the exclusive monetary jurisdiction of the Court of Québec and to the appellate jurisdiction assigned to the Court of Québec",2019,0.0161763369118007,1144
"R. v. M. (M.R.)",1998,0.0161672102284266,638
"Air Canada Pilots Association v. Kelly",2011,0.0161628463601888,226
"Alberta v. B. ( K.)",2000,0.0161558328762967,226
"R. v. Morrissey",1995,0.0161236312023665,411
"United Taxi Drivers' Fellowship of Southern Alberta v. Calgary (City)",2004,0.0161129875048586,1144
"Mackin v. New Brunswick (Minister of Finance); Rice v. New Brunswick",2002,0.0160955451943627,226
"National Corn Growers Assn. v. Canada (Import tribunal)",1990,0.0160817799797294,1144
"R. v. Hess; R. v. Nguyen",1990,0.0160364313691663,226
"Danyluk v. Ainsworth Technologies Inc.",2001,0.0160291613287282,1144
"Ready v Saskatoon Regional Health Authority",2017,0.0160183915546135,1144
"Lavoie v. Canada",1999,0.0160077888744574,226
"G v. Attorney General for Ontario et al",2017,0.0159619366391426,226
"United Brotherhood of Carpenters and Joiners of America, Local 579 v. Bradco Construction Ltd.",1993,0.0159220640960172,1144
"Wynberg v. Ontario",2006,0.0158989837827077,226
"British Columbia Civil Liberties Association v. Canada (Attorney General)",2019,0.0158953158121718,226
"R. v. S.A.",2012,0.0158786941185429,226
"Canada (National Revenue) v. JP Morgan Asset Management (Canada) Inc.",2013,0.0158731962679351,1144
"R. v. Zundel",1987,0.0158472960265756,226
"R. v. Wiley",1993,0.015842433895453,638
"Pasiechnyk v. Saskatchewan (Workers’ Compensation Board)",1997,0.0158158262616802,1144
